dteday,season,yr,mnth,weathersit,holiday,weekday,workingday,temp,hum,windspeed,variable,value,month
2012-10-15,winter,1,10,Berkabut,Tidak Libur,Senin,Hari Kerja,0.561667,0.7075,0.296037,casual,760,October
2012-10-16,winter,1,10,Cerah,Tidak Libur,Selasa,Hari Kerja,0.468333,0.558333,0.182221,casual,922,October
2012-10-17,winter,1,10,Cerah,Tidak Libur,Rabu,Hari Kerja,0.455833,0.692917,0.101371,casual,979,October
2012-10-18,winter,1,10,Berkabut,Tidak Libur,Kamis,Hari Kerja,0.5225,0.728333,0.236937,casual,1008,October
2012-10-19,winter,1,10,Berkabut,Tidak Libur,Jum'at,Hari Kerja,0.563333,0.815,0.134954,casual,753,October
2012-10-20,winter,1,10,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.484167,0.572917,0.117537,casual,2806,October
2012-10-21,winter,1,10,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.464167,0.51,0.166054,casual,2132,October
2012-10-22,winter,1,10,Cerah,Tidak Libur,Senin,Hari Kerja,0.4875,0.568333,0.0814833,casual,830,October
2012-10-23,winter,1,10,Cerah,Tidak Libur,Selasa,Hari Kerja,0.544167,0.641667,0.0945458,casual,841,October
2012-10-24,winter,1,10,Cerah,Tidak Libur,Rabu,Hari Kerja,0.5875,0.63625,0.0727792,casual,795,October
2012-10-25,winter,1,10,Berkabut,Tidak Libur,Kamis,Hari Kerja,0.55,0.800417,0.124375,casual,875,October
2012-10-26,winter,1,10,Berkabut,Tidak Libur,Jum'at,Hari Kerja,0.545833,0.807083,0.132467,casual,1182,October
2012-10-27,winter,1,10,Berkabut,Tidak Libur,Sabtu,Bukan Hari Kerja,0.53,0.72,0.235692,casual,2643,October
2012-10-28,winter,1,10,Berkabut,Tidak Libur,Minggu,Bukan Hari Kerja,0.4775,0.694583,0.398008,casual,998,October
2012-10-29,winter,1,10,Hujan Ringan,Tidak Libur,Senin,Hari Kerja,0.44,0.88,0.3582,casual,2,October
2012-10-30,winter,1,10,Berkabut,Tidak Libur,Selasa,Hari Kerja,0.318182,0.825455,0.213009,casual,87,October
2012-10-31,winter,1,10,Berkabut,Tidak Libur,Rabu,Hari Kerja,0.3575,0.666667,0.166667,casual,419,October
2012-11-01,winter,1,11,Berkabut,Tidak Libur,Kamis,Hari Kerja,0.365833,0.581667,0.157346,casual,466,November
2012-11-02,winter,1,11,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.355,0.522083,0.266175,casual,618,November
2012-11-03,winter,1,11,Berkabut,Tidak Libur,Sabtu,Bukan Hari Kerja,0.343333,0.49125,0.270529,casual,1029,November
2012-11-04,winter,1,11,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.325833,0.532917,0.179108,casual,1201,November
2012-11-05,winter,1,11,Cerah,Tidak Libur,Senin,Hari Kerja,0.319167,0.494167,0.236325,casual,378,November
2012-11-06,winter,1,11,Cerah,Tidak Libur,Selasa,Hari Kerja,0.280833,0.567083,0.173513,casual,466,November
2012-11-07,winter,1,11,Berkabut,Tidak Libur,Rabu,Hari Kerja,0.295833,0.5475,0.304108,casual,326,November
2012-11-08,winter,1,11,Cerah,Tidak Libur,Kamis,Hari Kerja,0.352174,0.333478,0.347835,casual,340,November
2012-11-09,winter,1,11,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.361667,0.540833,0.214558,casual,709,November
2012-11-10,winter,1,11,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.389167,0.645417,0.0578458,casual,2090,November
2012-11-11,winter,1,11,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.420833,0.659167,0.1275,casual,2290,November
2012-11-12,winter,1,11,Cerah,Libur,Senin,Bukan Hari Kerja,0.485,0.741667,0.173517,casual,1097,November
2012-11-13,winter,1,11,Berkabut,Tidak Libur,Selasa,Hari Kerja,0.343333,0.662917,0.342046,casual,327,November
2012-11-14,winter,1,11,Cerah,Tidak Libur,Rabu,Hari Kerja,0.289167,0.552083,0.199625,casual,373,November
2012-11-15,winter,1,11,Berkabut,Tidak Libur,Kamis,Hari Kerja,0.321667,0.620417,0.152987,casual,320,November
2012-11-16,winter,1,11,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.345,0.524583,0.171025,casual,484,November
2012-11-17,winter,1,11,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.325,0.545417,0.179729,casual,1313,November
2012-11-18,winter,1,11,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.3425,0.692917,0.227612,casual,922,November
2012-11-19,winter,1,11,Berkabut,Tidak Libur,Senin,Hari Kerja,0.380833,0.623333,0.235067,casual,449,November
2012-11-20,winter,1,11,Berkabut,Tidak Libur,Selasa,Hari Kerja,0.374167,0.685,0.082725,casual,534,November
2012-11-21,winter,1,11,Cerah,Tidak Libur,Rabu,Hari Kerja,0.353333,0.61375,0.103246,casual,615,November
2012-11-22,winter,1,11,Cerah,Libur,Kamis,Bukan Hari Kerja,0.34,0.580417,0.0528708,casual,955,November
2012-11-23,winter,1,11,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.368333,0.56875,0.148021,casual,1603,November
2012-11-24,winter,1,11,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.278333,0.404583,0.376871,casual,532,November
2012-11-25,winter,1,11,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.245833,0.468333,0.1505,casual,309,November
2012-11-26,winter,1,11,Cerah,Tidak Libur,Senin,Hari Kerja,0.313333,0.535417,0.04665,casual,337,November
2012-11-27,winter,1,11,Berkabut,Tidak Libur,Selasa,Hari Kerja,0.291667,0.786667,0.237562,casual,123,November
2012-11-28,winter,1,11,Cerah,Tidak Libur,Rabu,Hari Kerja,0.296667,0.50625,0.210821,casual,198,November
2012-11-29,winter,1,11,Cerah,Tidak Libur,Kamis,Hari Kerja,0.28087,0.555652,0.115522,casual,243,November
2012-11-30,winter,1,11,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.298333,0.649583,0.0584708,casual,362,November
2012-12-01,winter,1,12,Berkabut,Tidak Libur,Sabtu,Bukan Hari Kerja,0.298333,0.806667,0.0597042,casual,951,December
2012-12-02,winter,1,12,Berkabut,Tidak Libur,Minggu,Bukan Hari Kerja,0.3475,0.823333,0.124379,casual,892,December
2012-12-03,winter,1,12,Cerah,Tidak Libur,Senin,Hari Kerja,0.4525,0.7675,0.0827208,casual,555,December
2012-12-04,winter,1,12,Cerah,Tidak Libur,Selasa,Hari Kerja,0.475833,0.73375,0.174129,casual,551,December
2012-12-05,winter,1,12,Cerah,Tidak Libur,Rabu,Hari Kerja,0.438333,0.485,0.324021,casual,331,December
2012-12-06,winter,1,12,Cerah,Tidak Libur,Kamis,Hari Kerja,0.255833,0.50875,0.174754,casual,340,December
2012-12-07,winter,1,12,Berkabut,Tidak Libur,Jum'at,Hari Kerja,0.320833,0.764167,0.1306,casual,349,December
2012-12-08,winter,1,12,Berkabut,Tidak Libur,Sabtu,Bukan Hari Kerja,0.381667,0.91125,0.101379,casual,1153,December
2012-12-09,winter,1,12,Berkabut,Tidak Libur,Minggu,Bukan Hari Kerja,0.384167,0.905417,0.157975,casual,441,December
2012-12-10,winter,1,12,Berkabut,Tidak Libur,Senin,Hari Kerja,0.435833,0.925,0.190308,casual,329,December
2012-12-11,winter,1,12,Berkabut,Tidak Libur,Selasa,Hari Kerja,0.353333,0.596667,0.296037,casual,282,December
2012-12-12,winter,1,12,Berkabut,Tidak Libur,Rabu,Hari Kerja,0.2975,0.538333,0.162937,casual,310,December
2012-12-13,winter,1,12,Cerah,Tidak Libur,Kamis,Hari Kerja,0.295833,0.485833,0.174129,casual,425,December
2012-12-14,winter,1,12,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.281667,0.642917,0.131229,casual,429,December
2012-12-15,winter,1,12,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.324167,0.650417,0.10635,casual,767,December
2012-12-16,winter,1,12,Berkabut,Tidak Libur,Minggu,Bukan Hari Kerja,0.3625,0.83875,0.100742,casual,538,December
2012-12-17,winter,1,12,Berkabut,Tidak Libur,Senin,Hari Kerja,0.393333,0.907083,0.0982583,casual,212,December
2012-12-18,winter,1,12,Cerah,Tidak Libur,Selasa,Hari Kerja,0.410833,0.66625,0.221404,casual,433,December
2012-12-19,winter,1,12,Cerah,Tidak Libur,Rabu,Hari Kerja,0.3325,0.625417,0.184092,casual,333,December
2012-12-20,winter,1,12,Berkabut,Tidak Libur,Kamis,Hari Kerja,0.33,0.667917,0.132463,casual,314,December
2012-12-21,springer,1,12,Berkabut,Tidak Libur,Jum'at,Hari Kerja,0.326667,0.556667,0.374383,casual,221,December
2012-12-22,springer,1,12,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.265833,0.44125,0.407346,casual,205,December
2012-12-23,springer,1,12,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.245833,0.515417,0.133083,casual,408,December
2012-12-24,springer,1,12,Berkabut,Tidak Libur,Senin,Hari Kerja,0.231304,0.791304,0.0772304,casual,174,December
2012-12-25,springer,1,12,Berkabut,Libur,Selasa,Bukan Hari Kerja,0.291304,0.734783,0.168726,casual,440,December
2012-12-26,springer,1,12,Hujan Ringan,Tidak Libur,Rabu,Hari Kerja,0.243333,0.823333,0.316546,casual,9,December
2012-12-27,springer,1,12,Berkabut,Tidak Libur,Kamis,Hari Kerja,0.254167,0.652917,0.350133,casual,247,December
2012-12-28,springer,1,12,Berkabut,Tidak Libur,Jum'at,Hari Kerja,0.253333,0.59,0.155471,casual,644,December
2012-12-29,springer,1,12,Berkabut,Tidak Libur,Sabtu,Bukan Hari Kerja,0.253333,0.752917,0.124383,casual,159,December
2012-12-30,springer,1,12,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.255833,0.483333,0.350754,casual,364,December
2012-12-31,springer,1,12,Berkabut,Tidak Libur,Senin,Hari Kerja,0.215833,0.5775,0.154846,casual,439,December
2011-01-01,springer,0,1,Berkabut,Tidak Libur,Sabtu,Bukan Hari Kerja,0.344167,0.805833,0.160446,registered,654,January
2011-01-02,springer,0,1,Berkabut,Tidak Libur,Minggu,Bukan Hari Kerja,0.363478,0.696087,0.248539,registered,670,January
2011-01-03,springer,0,1,Cerah,Tidak Libur,Senin,Hari Kerja,0.196364,0.437273,0.248309,registered,1229,January
2011-01-04,springer,0,1,Cerah,Tidak Libur,Selasa,Hari Kerja,0.2,0.590435,0.160296,registered,1454,January
2011-01-05,springer,0,1,Cerah,Tidak Libur,Rabu,Hari Kerja,0.226957,0.436957,0.1869,registered,1518,January
2011-01-06,springer,0,1,Cerah,Tidak Libur,Kamis,Hari Kerja,0.204348,0.518261,0.0895652,registered,1518,January
2011-01-07,springer,0,1,Berkabut,Tidak Libur,Jum'at,Hari Kerja,0.196522,0.498696,0.168726,registered,1362,January
2011-01-08,springer,0,1,Berkabut,Tidak Libur,Sabtu,Bukan Hari Kerja,0.165,0.535833,0.266804,registered,891,January
2011-01-09,springer,0,1,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.138333,0.434167,0.36195,registered,768,January
2011-01-10,springer,0,1,Cerah,Tidak Libur,Senin,Hari Kerja,0.150833,0.482917,0.223267,registered,1280,January
2011-01-11,springer,0,1,Berkabut,Tidak Libur,Selasa,Hari Kerja,0.169091,0.686364,0.122132,registered,1220,January
2011-01-12,springer,0,1,Cerah,Tidak Libur,Rabu,Hari Kerja,0.172727,0.599545,0.304627,registered,1137,January
2011-01-13,springer,0,1,Cerah,Tidak Libur,Kamis,Hari Kerja,0.165,0.470417,0.301,registered,1368,January
2011-01-14,springer,0,1,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.16087,0.537826,0.126548,registered,1367,January
2011-01-15,springer,0,1,Berkabut,Tidak Libur,Sabtu,Bukan Hari Kerja,0.233333,0.49875,0.157963,registered,1026,January
2011-01-16,springer,0,1,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.231667,0.48375,0.188433,registered,953,January
2011-01-17,springer,0,1,Berkabut,Libur,Senin,Bukan Hari Kerja,0.175833,0.5375,0.194017,registered,883,January
2011-01-18,springer,0,1,Berkabut,Tidak Libur,Selasa,Hari Kerja,0.216667,0.861667,0.146775,registered,674,January
2011-01-19,springer,0,1,Berkabut,Tidak Libur,Rabu,Hari Kerja,0.292174,0.741739,0.208317,registered,1572,January
2011-01-20,springer,0,1,Berkabut,Tidak Libur,Kamis,Hari Kerja,0.261667,0.538333,0.195904,registered,1844,January
2011-01-21,springer,0,1,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.1775,0.457083,0.353242,registered,1468,January
2011-01-22,springer,0,1,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.0591304,0.4,0.17197,registered,888,January
2011-01-23,springer,0,1,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.0965217,0.436522,0.2466,registered,836,January
2011-01-24,springer,0,1,Cerah,Tidak Libur,Senin,Hari Kerja,0.0973913,0.491739,0.15833,registered,1330,January
2011-01-25,springer,0,1,Berkabut,Tidak Libur,Selasa,Hari Kerja,0.223478,0.616957,0.129796,registered,1799,January
2011-01-26,springer,0,1,Hujan Ringan,Tidak Libur,Rabu,Hari Kerja,0.2175,0.8625,0.29385,registered,472,January
2011-01-27,springer,0,1,Cerah,Tidak Libur,Kamis,Hari Kerja,0.195,0.6875,0.113837,registered,416,January
2011-01-28,springer,0,1,Berkabut,Tidak Libur,Jum'at,Hari Kerja,0.203478,0.793043,0.1233,registered,1129,January
2011-01-29,springer,0,1,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.196522,0.651739,0.145365,registered,975,January
2011-01-30,springer,0,1,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.216522,0.722174,0.0739826,registered,956,January
2011-01-31,springer,0,1,Berkabut,Tidak Libur,Senin,Hari Kerja,0.180833,0.60375,0.187192,registered,1459,January
2011-02-01,springer,0,2,Berkabut,Tidak Libur,Selasa,Hari Kerja,0.192174,0.829565,0.053213,registered,1313,February
2011-02-02,springer,0,2,Berkabut,Tidak Libur,Rabu,Hari Kerja,0.26,0.775417,0.264308,registered,1454,February
2011-02-03,springer,0,2,Cerah,Tidak Libur,Kamis,Hari Kerja,0.186957,0.437826,0.277752,registered,1489,February
2011-02-04,springer,0,2,Berkabut,Tidak Libur,Jum'at,Hari Kerja,0.211304,0.585217,0.127839,registered,1620,February
2011-02-05,springer,0,2,Berkabut,Tidak Libur,Sabtu,Bukan Hari Kerja,0.233333,0.929167,0.161079,registered,905,February
2011-02-06,springer,0,2,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.285833,0.568333,0.1418,registered,1269,February
2011-02-07,springer,0,2,Cerah,Tidak Libur,Senin,Hari Kerja,0.271667,0.738333,0.0454083,registered,1592,February
2011-02-08,springer,0,2,Cerah,Tidak Libur,Selasa,Hari Kerja,0.220833,0.537917,0.36195,registered,1466,February
2011-02-09,springer,0,2,Berkabut,Tidak Libur,Rabu,Hari Kerja,0.134783,0.494783,0.188839,registered,1552,February
2011-02-10,springer,0,2,Cerah,Tidak Libur,Kamis,Hari Kerja,0.144348,0.437391,0.221935,registered,1491,February
2011-02-11,springer,0,2,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.189091,0.506364,0.10855,registered,1597,February
2011-02-12,springer,0,2,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.2225,0.544167,0.203367,registered,1184,February
2011-02-13,springer,0,2,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.316522,0.457391,0.260883,registered,1192,February
2011-02-14,springer,0,2,Cerah,Tidak Libur,Senin,Hari Kerja,0.415,0.375833,0.417908,registered,1705,February
2011-02-15,springer,0,2,Cerah,Tidak Libur,Selasa,Hari Kerja,0.266087,0.314348,0.291374,registered,1675,February
2011-02-16,springer,0,2,Cerah,Tidak Libur,Rabu,Hari Kerja,0.318261,0.423478,0.251791,registered,1897,February
2011-02-17,springer,0,2,Cerah,Tidak Libur,Kamis,Hari Kerja,0.435833,0.505,0.230104,registered,2216,February
2011-02-18,springer,0,2,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.521667,0.516667,0.264925,registered,2348,February
2011-02-19,springer,0,2,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.399167,0.187917,0.507463,registered,1103,February
2011-02-20,springer,0,2,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.285217,0.407826,0.223235,registered,1173,February
2011-02-21,springer,0,2,Berkabut,Libur,Senin,Bukan Hari Kerja,0.303333,0.605,0.307846,registered,912,February
2011-02-22,springer,0,2,Cerah,Tidak Libur,Selasa,Hari Kerja,0.182222,0.577778,0.195683,registered,1376,February
2011-02-23,springer,0,2,Cerah,Tidak Libur,Rabu,Hari Kerja,0.221739,0.423043,0.094113,registered,1778,February
2011-02-24,springer,0,2,Berkabut,Tidak Libur,Kamis,Hari Kerja,0.295652,0.697391,0.250496,registered,1707,February
2011-02-25,springer,0,2,Berkabut,Tidak Libur,Jum'at,Hari Kerja,0.364348,0.712174,0.346539,registered,1341,February
2011-02-26,springer,0,2,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.2825,0.537917,0.186571,registered,1545,February
2011-02-27,springer,0,2,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.343478,0.68,0.125248,registered,1708,February
2011-02-28,springer,0,2,Berkabut,Tidak Libur,Senin,Hari Kerja,0.407273,0.876364,0.289686,registered,1365,February
2011-03-01,springer,0,3,Cerah,Tidak Libur,Selasa,Hari Kerja,0.266667,0.535,0.216425,registered,1714,March
2011-03-02,springer,0,3,Cerah,Tidak Libur,Rabu,Hari Kerja,0.335,0.449583,0.307833,registered,1903,March
2011-03-03,springer,0,3,Cerah,Tidak Libur,Kamis,Hari Kerja,0.198333,0.318333,0.225754,registered,1562,March
2011-03-04,springer,0,3,Berkabut,Tidak Libur,Jum'at,Hari Kerja,0.261667,0.610417,0.203346,registered,1730,March
2011-03-05,springer,0,3,Berkabut,Tidak Libur,Sabtu,Bukan Hari Kerja,0.384167,0.789167,0.251871,registered,1437,March
2011-03-06,springer,0,3,Berkabut,Tidak Libur,Minggu,Bukan Hari Kerja,0.376522,0.948261,0.343287,registered,491,March
2011-03-07,springer,0,3,Cerah,Tidak Libur,Senin,Hari Kerja,0.261739,0.551304,0.341352,registered,1628,March
2011-03-08,springer,0,3,Cerah,Tidak Libur,Selasa,Hari Kerja,0.2925,0.420833,0.12065,registered,1817,March
2011-03-09,springer,0,3,Berkabut,Tidak Libur,Rabu,Hari Kerja,0.295833,0.775417,0.22015,registered,1700,March
2011-03-10,springer,0,3,Hujan Ringan,Tidak Libur,Kamis,Hari Kerja,0.389091,0.0,0.261877,registered,577,March
2011-03-11,springer,0,3,Berkabut,Tidak Libur,Jum'at,Hari Kerja,0.316522,0.649565,0.23297,registered,1730,March
2011-03-12,springer,0,3,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.329167,0.594583,0.220775,registered,1408,March
2011-03-13,springer,0,3,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.384348,0.527391,0.270604,registered,1435,March
2011-03-14,springer,0,3,Cerah,Tidak Libur,Senin,Hari Kerja,0.325217,0.496957,0.136926,registered,1687,March
2011-03-15,springer,0,3,Berkabut,Tidak Libur,Selasa,Hari Kerja,0.317391,0.655652,0.184309,registered,1767,March
2011-03-16,springer,0,3,Berkabut,Tidak Libur,Rabu,Hari Kerja,0.365217,0.776522,0.203117,registered,1871,March
2011-03-17,springer,0,3,Cerah,Tidak Libur,Kamis,Hari Kerja,0.415,0.602917,0.209579,registered,2320,March
2011-03-18,springer,0,3,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.54,0.525217,0.231017,registered,2355,March
2011-03-19,springer,0,3,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.4725,0.379167,0.368167,registered,1693,March
2011-03-20,springer,0,3,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.3325,0.47375,0.207721,registered,1424,March
2011-03-21,summer,0,3,Berkabut,Tidak Libur,Senin,Hari Kerja,0.430435,0.737391,0.288783,registered,1676,March
2011-03-22,summer,0,3,Cerah,Tidak Libur,Selasa,Hari Kerja,0.441667,0.624583,0.22575,registered,2243,March
2011-03-23,summer,0,3,Berkabut,Tidak Libur,Rabu,Hari Kerja,0.346957,0.839565,0.234261,registered,1918,March
2011-03-24,summer,0,3,Berkabut,Tidak Libur,Kamis,Hari Kerja,0.285,0.805833,0.243787,registered,1699,March
2011-03-25,summer,0,3,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.264167,0.495,0.230725,registered,1910,March
2011-03-26,summer,0,3,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.265833,0.394167,0.209571,registered,1515,March
2011-03-27,summer,0,3,Berkabut,Tidak Libur,Minggu,Bukan Hari Kerja,0.253043,0.493913,0.1843,registered,1221,March
2011-03-28,summer,0,3,Cerah,Tidak Libur,Senin,Hari Kerja,0.264348,0.302174,0.212204,registered,1806,March
2011-03-29,summer,0,3,Cerah,Tidak Libur,Selasa,Hari Kerja,0.3025,0.314167,0.226996,registered,2108,March
2011-03-30,summer,0,3,Berkabut,Tidak Libur,Rabu,Hari Kerja,0.3,0.646667,0.172888,registered,1368,March
2011-03-31,summer,0,3,Hujan Ringan,Tidak Libur,Kamis,Hari Kerja,0.268333,0.918333,0.217646,registered,1506,March
2011-04-01,summer,0,4,Berkabut,Tidak Libur,Jum'at,Hari Kerja,0.3,0.68625,0.258708,registered,1920,April
2011-04-02,summer,0,4,Berkabut,Tidak Libur,Sabtu,Bukan Hari Kerja,0.315,0.65375,0.197146,registered,1354,April
2011-04-03,summer,0,4,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.378333,0.48,0.182213,registered,1598,April
2011-04-04,summer,0,4,Cerah,Tidak Libur,Senin,Hari Kerja,0.573333,0.42625,0.385571,registered,2381,April
2011-04-05,summer,0,4,Berkabut,Tidak Libur,Selasa,Hari Kerja,0.414167,0.642083,0.388067,registered,1628,April
2011-04-06,summer,0,4,Cerah,Tidak Libur,Rabu,Hari Kerja,0.390833,0.470833,0.263063,registered,2395,April
2011-04-07,summer,0,4,Cerah,Tidak Libur,Kamis,Hari Kerja,0.4375,0.602917,0.162312,registered,2570,April
2011-04-08,summer,0,4,Berkabut,Tidak Libur,Jum'at,Hari Kerja,0.335833,0.83625,0.226992,registered,1299,April
2011-04-09,summer,0,4,Berkabut,Tidak Libur,Sabtu,Bukan Hari Kerja,0.3425,0.8775,0.133083,registered,1576,April
2011-04-10,summer,0,4,Berkabut,Tidak Libur,Minggu,Bukan Hari Kerja,0.426667,0.8575,0.146767,registered,1707,April
2011-04-11,summer,0,4,Berkabut,Tidak Libur,Senin,Hari Kerja,0.595652,0.716956,0.324474,registered,2493,April
2011-04-12,summer,0,4,Berkabut,Tidak Libur,Selasa,Hari Kerja,0.5025,0.739167,0.274879,registered,1777,April
2011-04-13,summer,0,4,Berkabut,Tidak Libur,Rabu,Hari Kerja,0.4125,0.819167,0.250617,registered,1953,April
2011-04-14,summer,0,4,Cerah,Tidak Libur,Kamis,Hari Kerja,0.4675,0.540417,0.1107,registered,2738,April
2011-04-15,summer,0,4,Cerah,Libur,Jum'at,Bukan Hari Kerja,0.446667,0.67125,0.226375,registered,2484,April
2011-04-16,summer,0,4,Hujan Ringan,Tidak Libur,Sabtu,Bukan Hari Kerja,0.430833,0.888333,0.340808,registered,674,April
2011-04-17,summer,0,4,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.456667,0.479583,0.303496,registered,2186,April
2011-04-18,summer,0,4,Cerah,Tidak Libur,Senin,Hari Kerja,0.5125,0.5425,0.163567,registered,2760,April
2011-04-19,summer,0,4,Berkabut,Tidak Libur,Selasa,Hari Kerja,0.505833,0.665833,0.157971,registered,2795,April
2011-04-20,summer,0,4,Cerah,Tidak Libur,Rabu,Hari Kerja,0.595,0.614167,0.241925,registered,3331,April
2011-04-21,summer,0,4,Cerah,Tidak Libur,Kamis,Hari Kerja,0.459167,0.407083,0.325258,registered,3444,April
2011-04-22,summer,0,4,Berkabut,Tidak Libur,Jum'at,Hari Kerja,0.336667,0.729583,0.219521,registered,1506,April
2011-04-23,summer,0,4,Berkabut,Tidak Libur,Sabtu,Bukan Hari Kerja,0.46,0.887917,0.230725,registered,2574,April
2011-04-24,summer,0,4,Berkabut,Tidak Libur,Minggu,Bukan Hari Kerja,0.581667,0.810833,0.192175,registered,2481,April
2011-04-25,summer,0,4,Cerah,Tidak Libur,Senin,Hari Kerja,0.606667,0.776667,0.185333,registered,3300,April
2011-04-26,summer,0,4,Cerah,Tidak Libur,Selasa,Hari Kerja,0.631667,0.729167,0.3265,registered,3722,April
2011-04-27,summer,0,4,Berkabut,Tidak Libur,Rabu,Hari Kerja,0.62,0.835417,0.3122,registered,3325,April
2011-04-28,summer,0,4,Berkabut,Tidak Libur,Kamis,Hari Kerja,0.6175,0.700833,0.320908,registered,3489,April
2011-04-29,summer,0,4,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.51,0.457083,0.240063,registered,3717,April
2011-04-30,summer,0,4,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.4725,0.503333,0.235075,registered,3347,April
2011-05-01,summer,0,5,Berkabut,Tidak Libur,Minggu,Bukan Hari Kerja,0.451667,0.762083,0.106354,registered,2213,May
2011-05-02,summer,0,5,Berkabut,Tidak Libur,Senin,Hari Kerja,0.549167,0.73,0.183454,registered,3554,May
2011-05-03,summer,0,5,Berkabut,Tidak Libur,Selasa,Hari Kerja,0.616667,0.697083,0.342667,registered,3848,May
2011-05-04,summer,0,5,Berkabut,Tidak Libur,Rabu,Hari Kerja,0.414167,0.737083,0.328996,registered,2378,May
2011-05-05,summer,0,5,Cerah,Tidak Libur,Kamis,Hari Kerja,0.459167,0.444167,0.295392,registered,3819,May
2011-05-06,summer,0,5,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.479167,0.59,0.228246,registered,3714,May
2011-05-07,summer,0,5,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.52,0.54125,0.16045,registered,3102,May
2011-05-08,summer,0,5,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.528333,0.631667,0.0746375,registered,2932,May
2011-05-09,summer,0,5,Cerah,Tidak Libur,Senin,Hari Kerja,0.5325,0.58875,0.176,registered,3698,May
2011-05-10,summer,0,5,Cerah,Tidak Libur,Selasa,Hari Kerja,0.5325,0.489167,0.115671,registered,4109,May
2011-05-11,summer,0,5,Cerah,Tidak Libur,Rabu,Hari Kerja,0.5425,0.632917,0.120642,registered,3632,May
2011-05-12,summer,0,5,Cerah,Tidak Libur,Kamis,Hari Kerja,0.535,0.7475,0.189667,registered,4169,May
2011-05-13,summer,0,5,Berkabut,Tidak Libur,Jum'at,Hari Kerja,0.5125,0.863333,0.179725,registered,3413,May
2011-05-14,summer,0,5,Berkabut,Tidak Libur,Sabtu,Bukan Hari Kerja,0.520833,0.9225,0.13495,registered,2507,May
2011-05-15,summer,0,5,Berkabut,Tidak Libur,Minggu,Bukan Hari Kerja,0.5625,0.867083,0.152979,registered,2971,May
2011-05-16,summer,0,5,Cerah,Tidak Libur,Senin,Hari Kerja,0.5775,0.787917,0.126871,registered,3185,May
2011-05-17,summer,0,5,Berkabut,Tidak Libur,Selasa,Hari Kerja,0.561667,0.837917,0.277354,registered,3445,May
2011-05-18,summer,0,5,Berkabut,Tidak Libur,Rabu,Hari Kerja,0.55,0.87,0.201492,registered,3319,May
2011-05-19,summer,0,5,Berkabut,Tidak Libur,Kamis,Hari Kerja,0.530833,0.829583,0.108213,registered,3840,May
